"","YEAR","SERIAL","MONTH","CPSID","ASECFLAG","HFLAG","ASECWTH","STATEFIP","PERNUM","CPSIDP","CPSIDV","ASECWT","AGE","EMPSTAT","WKSTAT","EDUC","Education"
"139",2002,28252,3,0,1,NA,1183.67,17,3,0,0,1730.7,38,21,50,81,"Some College No Degree"
"140",2002,28284,3,0,1,NA,1678.42,17,2,0,0,1864.26,27,21,50,111,"Bachelor's Degree"
"141",2002,28289,3,0,1,NA,1356.72,17,1,0,0,1356.72,43,21,50,71,"Less than a High School Diploma"
"142",2002,28291,3,0,1,NA,1299.92,17,1,0,0,1299.92,45,21,50,50,"Less than a High School Diploma"
"143",2002,28300,3,0,1,NA,1337.21,17,1,0,0,1337.21,41,21,50,81,"Some College No Degree"
"144",2002,28364,3,0,1,NA,1412.43,17,2,0,0,1412.43,58,21,50,30,"Less than a High School Diploma"
"145",2002,28365,3,0,1,NA,1173.52,17,1,0,0,1173.52,41,21,50,91,"Associate's Degree"
"146",2002,28370,3,0,1,NA,1278.63,17,2,0,0,1278.63,32,21,50,81,"Some College No Degree"
"147",2002,28488,3,0,1,NA,1107.49,17,1,0,0,1107.49,76,21,60,81,"Some College No Degree"
"148",2002,28507,3,0,1,NA,1477.22,17,1,0,0,1477.22,43,21,50,92,"Associate's Degree"
"149",2002,28521,3,0,1,NA,1389.74,17,1,0,0,1389.74,26,21,50,111,"Bachelor's Degree"
"150",2002,28523,3,0,1,NA,1057.98,17,1,0,0,1057.98,57,21,50,81,"Some College No Degree"
"151",2002,28528,3,0,1,NA,1668.31,17,2,0,0,1668.31,33,21,50,111,"Bachelor's Degree"
"152",2002,28544,3,0,1,NA,1368.32,17,1,0,0,1368.32,27,21,50,73,"High School Diploma"
"153",2002,28576,3,0,1,NA,1129.88,17,1,0,0,1129.88,43,21,50,111,"Bachelor's Degree"
"154",2002,28604,3,0,1,NA,1166.87,17,2,0,0,1166.87,36,21,50,81,"Some College No Degree"
"155",2002,28606,3,0,1,NA,1072.81,17,2,0,0,1072.81,39,21,50,111,"Bachelor's Degree"
"156",2002,28613,3,0,1,NA,1212.39,17,1,0,0,1212.39,38,21,50,71,"Less than a High School Diploma"
"157",2002,28636,3,0,1,NA,961.95,17,3,0,0,1125.13,52,21,50,10,"Less than a High School Diploma"
"158",2002,28647,3,0,1,NA,1182.97,17,2,0,0,1510.25,25,21,50,111,"Bachelor's Degree"
"159",2002,28648,3,0,1,NA,1221.18,17,2,0,0,1221.18,31,21,50,73,"High School Diploma"
"160",2002,28665,3,0,1,NA,962.42,17,3,0,0,1017.69,33,21,50,123,"Advanced Degree"
"161",2002,28696,3,0,1,NA,1114.27,17,1,0,0,1114.27,64,21,50,111,"Bachelor's Degree"
"162",2002,28712,3,0,1,NA,1313.63,17,1,0,0,1313.63,39,21,50,60,"Less than a High School Diploma"
"163",2002,28715,3,0,1,NA,1322.88,17,1,0,0,1322.88,28,21,50,91,"Associate's Degree"
"164",2002,28727,3,0,1,NA,1112.17,17,2,0,0,1112.17,47,21,50,20,"Less than a High School Diploma"
"165",2002,28739,3,0,1,NA,1179.17,17,2,0,0,1179.17,61,21,50,10,"Less than a High School Diploma"
"166",2002,28751,3,0,1,NA,1454.1,17,1,0,0,1454.1,41,21,50,92,"Associate's Degree"
"167",2002,28760,3,0,1,NA,1120.63,17,1,0,0,1120.63,69,21,60,73,"High School Diploma"
"168",2002,28765,3,0,1,NA,1043.15,17,1,0,0,1043.15,72,21,50,2,"Less than a High School Diploma"
"169",2002,28770,3,0,1,NA,1111.38,17,1,0,0,1111.38,59,21,60,73,"High School Diploma"
"170",2002,28770,3,0,1,NA,1111.38,17,3,0,0,1071.02,32,21,50,73,"High School Diploma"
"171",2002,28772,3,0,1,NA,1412.77,17,1,0,0,1412.77,29,21,50,73,"High School Diploma"
"172",2002,28776,3,20020205526800,1,NA,2161.26,17,2,20020205526802,200202055268021,2161.26,34,21,50,91,"Associate's Degree"
"173",2002,28780,3,20010101856100,1,NA,4104.53,17,1,20010101856101,200101018561011,4104.53,62,21,60,124,"Advanced Degree"
"174",2002,28818,3,20010205247200,1,NA,4013.42,17,1,20010205247201,200102052472011,4013.42,42,21,50,73,"High School Diploma"
"175",2002,28862,3,20010101857900,1,NA,4573.92,17,1,20010101857901,200101018579011,4573.92,55,21,50,81,"Some College No Degree"
"176",2002,28875,3,20010301846500,1,NA,2293.36,17,2,20010301846502,200103018465021,2293.36,68,21,60,60,"Less than a High School Diploma"
"177",2002,28916,3,20020104839900,1,NA,4008.89,17,1,20020104839901,200201048399011,4008.89,56,21,50,91,"Associate's Degree"
"178",2002,28916,3,20020104839900,1,NA,4008.89,17,3,20020104839903,200201048399031,5611.43,26,21,50,73,"High School Diploma"
"179",2002,28981,3,20010101855600,1,NA,4047.68,17,2,20010101855602,200101018556023,4047.68,56,21,50,123,"Advanced Degree"
"180",2002,28994,3,20010301846400,1,NA,4185.93,17,1,20010301846401,200103018464011,4185.93,60,21,50,91,"Associate's Degree"
"181",2002,29055,3,0,1,NA,2143.36,17,1,0,0,2143.36,42,21,50,81,"Some College No Degree"
"182",2002,29056,3,0,1,NA,2068.99,17,1,0,0,2068.99,54,21,50,73,"High School Diploma"
"183",2002,29073,3,0,1,NA,2522.01,17,1,0,0,2522.01,45,21,50,73,"High School Diploma"
"184",2002,29111,3,0,1,NA,2115.38,17,2,0,0,2115.38,33,21,50,73,"High School Diploma"
"185",2002,29113,3,0,1,NA,2445.46,17,1,0,0,2445.46,26,21,50,81,"Some College No Degree"
"186",2003,26024,3,20030102151500,1,NA,2144.11,17,1,20030102151501,200301021515011,2144.11,45,21,50,111,"Bachelor's Degree"
"187",2003,26025,3,20030205708400,1,NA,1373.33,17,2,20030205708402,200302057084021,1373.33,40,21,50,73,"High School Diploma"
"188",2003,26044,3,20030102150600,1,NA,1081.55,17,4,20030102150604,200301021506041,2385.56,71,21,60,73,"High School Diploma"
"189",2003,26074,3,20030205030100,1,NA,2351.57,17,1,20030205030101,200302050301011,2351.57,35,21,50,73,"High School Diploma"
"190",2003,26088,3,20011206847200,1,NA,2036.72,17,1,20011206847201,200112068472011,2036.72,43,21,50,73,"High School Diploma"
"191",2003,26126,3,20011202685600,1,NA,2068.54,17,1,20011202685601,200112026856011,2068.54,70,21,60,60,"Less than a High School Diploma"
"192",2003,26135,3,20030102101900,1,NA,2148.25,17,1,20030102101901,200301021019011,2148.25,58,21,50,92,"Associate's Degree"
"193",2003,26147,3,20020302094100,1,NA,1197.75,17,1,20020302094101,200203020941011,1197.75,44,21,50,73,"High School Diploma"
"194",2003,26148,3,20030302107900,1,NA,2237.61,17,2,20030302107902,200303021079021,2199.39,52,21,50,73,"High School Diploma"
"195",2003,26178,3,20011205564700,1,NA,1094.45,17,1,20011205564701,200112055647011,1094.45,41,21,50,81,"Some College No Degree"
"196",2003,26187,3,20030205234600,1,NA,2051.44,17,1,20030205234601,200302052346011,2051.44,73,21,50,73,"High School Diploma"
"197",2003,26190,3,20020301998700,1,NA,1197.75,17,1,20020301998702,200203019987021,1197.75,37,21,50,73,"High School Diploma"
"198",2003,26212,3,0,1,NA,1465.24,17,1,0,0,1465.24,35,21,50,111,"Bachelor's Degree"
"199",2003,26215,3,0,1,NA,1202.79,17,1,0,0,1202.79,37,21,50,81,"Some College No Degree"
"200",2003,26248,3,20020103925000,1,NA,1148.39,17,1,20020103925001,200201039250011,1148.39,47,21,50,81,"Some College No Degree"
"201",2003,26274,3,20030302124700,1,NA,1249.88,17,3,20030302124702,200303021247021,1217.72,32,21,50,73,"High School Diploma"
"202",2003,26277,3,20011203937300,1,NA,1152.68,17,1,20011203937301,200112039373011,1152.68,26,21,50,81,"Some College No Degree"
"203",2003,26284,3,20020302048500,1,NA,2260.09,17,2,20020302048502,200203020485021,2260.09,56,21,50,73,"High School Diploma"
"204",2003,26298,3,20011202689000,1,NA,1154.25,17,1,20011202689001,200112026890011,1154.25,36,21,50,73,"High School Diploma"
"205",2003,26310,3,20030206338600,1,NA,2359.73,17,2,20030206338602,200302063386021,2359.73,43,21,50,92,"Associate's Degree"
"206",2003,26317,3,20021205736100,1,NA,1152.52,17,1,20021205736101,200212057361011,1152.52,35,21,50,73,"High School Diploma"
"207",2003,26330,3,0,1,NA,1442.82,17,1,0,0,1442.82,39,21,50,81,"Some College No Degree"
"208",2003,26331,3,0,1,NA,1283.42,17,1,0,0,1283.42,36,21,50,73,"High School Diploma"
"209",2003,26337,3,0,1,NA,1107.81,17,2,0,0,1107.81,32,21,50,73,"High School Diploma"
"210",2003,26367,3,20021206431800,1,NA,1076.85,17,1,20021206431801,200212064318011,1076.85,45,21,50,123,"Advanced Degree"
"211",2003,26375,3,0,1,NA,1197.56,17,1,0,0,1197.56,25,21,50,73,"High School Diploma"
"212",2003,26380,3,20020207100900,1,NA,1212.82,17,2,20020207100902,200202071009021,2550.81,33,21,50,73,"High School Diploma"
"213",2003,26394,3,20021201160300,1,NA,1152.68,17,1,20021201160301,200212011603011,1152.68,29,21,50,73,"High School Diploma"
"214",2003,26466,3,20011205940800,1,NA,4984.07,17,1,20011205940801,200112059408012,4984.07,26,21,60,73,"High School Diploma"
"215",2003,26523,3,20020302131400,1,NA,1452.67,17,3,20020302131402,200203021314021,1452.67,25,21,50,71,"Less than a High School Diploma"
"216",2003,26527,3,20021202767500,1,NA,2161.29,17,2,20021202767502,200212027675021,2161.29,33,21,50,81,"Some College No Degree"
"217",2003,26563,3,20011206504500,1,NA,2116.14,17,1,20011206504501,200112065045011,2116.14,38,21,50,73,"High School Diploma"
"218",2003,26592,3,20030102012600,1,NA,1487.77,17,1,20030102012601,200301020126011,1487.77,52,21,50,123,"Advanced Degree"
"219",2003,26601,3,0,1,NA,1027.16,17,1,0,0,1027.16,39,21,50,20,"Less than a High School Diploma"
"220",2003,26620,3,20011207058600,1,NA,934.26,17,1,20011207058601,200112070586011,934.26,64,21,50,10,"Less than a High School Diploma"
